Date,Price,Open,High,Low,Volume,Chg%,Log_Price,Mean_12,First_Diff
2018-09-17,30778,30509,30800,30509,13770,1.07,10.334555428023798,10.325104005185615,0.010615637571257608
2018-09-18,30811,30710,30925,30652,11960,0.11,10.335627048058479,10.327005269942985,0.0010716200346809757
2018-09-19,30649,30821,30936,30634,13100,-0.53,10.330355314404699,10.327885405824864,-0.005271733653779975
2018-09-20,30623,30700,30700,30585,3970,-0.08,10.329506639592042,10.32898659862856,-0.0008486748126568244
2018-09-21,30609,30731,30910,30455,15510,-0.05,10.329049362343415,10.329804631319526,-0.000457277248626653
2018-09-24,30862,30620,30899,30620,10490,0.83,10.33728093263115,10.330610472166885,0.008231570287735579
2018-09-25,30838,30821,30864,30755,7690,-0.08,10.336502974731298,10.331504303308277,-0.0007779578998530212
2018-09-26,30608,30824,30830,30587,9120,-0.75,10.329016691680033,10.331186366412092,-0.007486283051264309
2018-09-27,30356,30738,30738,30321,10280,-0.82,10.320749470523804,10.330160510956784,-0.008267221156229354
2018-09-28,30479,30398,30520,30264,8850,0.41,10.324793200863425,10.329656227107035,0.004043730339621021
2018-10-01,30614,30399,30660,30376,2220,0.44,10.329212699651652,10.330049129413029,0.004419498788227116
2018-10-03,31025,30890,31168,30889,190,1.34,10.342548610072807,10.331599864381383,0.013335910421155006
2018-10-04,31136,31072,31164,31015,40,0.36,10.346119984985732,10.332563577461544,0.0035713749129246963
2018-10-05,31233,31101,31288,30985,70,0.31,10.349230507142863,10.33369719905191,0.003110522157131257
2018-10-08,31096,31369,31389,31083,9960,-0.44,10.344834472532058,10.334903795562523,-0.004396034610804733
2018-10-09,31161,31200,31275,31115,7310,0.21,10.346922591895922,10.336355124921178,0.0020881193638633277
2018-10-10,31247,31235,31265,31151,6580,0.28,10.349678650556253,10.33807423227225,0.002756058660331462
2018-10-11,31793,31300,31815,31250,17380,1.75,10.367001418750867,10.340550939448894,0.017322768194613758
2018-10-12,31670,31699,31720,31574,10610,-0.39,10.363125139532686,10.342769453182342,-0.0038762792181810113
2018-10-15,31877,31723,32075,31723,14310,0.65,10.369640025590375,10.346154731008204,0.006514886057688685
2018-10-16,31701,31877,31957,31680,10710,-0.55,10.36410350510914,10.34976756722365,-0.005536520481234319
2018-10-17,31702,31670,31839,31635,8630,0.0,10.364135049357838,10.353046054598183,3.154424869755701e-05
2018-10-18,31885,31670,31909,31638,5540,0.58,10.369890958749371,10.356435909522993,0.005755909391533365
2018-10-19,31737,31805,31867,31703,7590,-0.46,10.365238471654884,10.3583267313215,-0.004652487094487512
2018-10-22,31729,31738,31749,31641,6730,-0.03,10.364986368165066,10.359898929919778,-0.00025210348981730135
2018-10-23,31871,31721,32053,31721,13470,0.45,10.369451784390096,10.361584036357046,0.004465416225029273
2018-10-24,31723,31820,31844,31585,9820,-0.46,10.364797248830204,10.363247601048558,-0.004654535559891926
2018-10-25,31683,31800,31912,31663,9540,-0.13,10.363535538414585,10.364632013258447,-0.0012617104156191772
2018-10-26,31764,31779,31993,31725,13310,0.26,10.366088852015102,10.365999530046684,0.0025533136005169155
2018-10-29,31730,31847,31847,31692,6670,-0.11,10.365017884577242,10.365834235532216,-0.0010709674378599487
2018-10-30,31725,31755,31789,31651,5960,-0.02,10.364860292582588,10.365978831619707,-0.00015759199465392726
2018-10-31,31631,31650,31780,31590,5670,-0.3,10.361892931354786,10.365333240433408,-0.0029673612278013906
2018-11-01,31783,31671,31818,31619,1580,0.48,10.36668683462848,10.365548517893354,0.004793903273693445
2018-11-02,31737,31737,31999,31530,540,-0.14,10.365238471654884,10.36564046975144,-0.0014483629735959624
2018-11-05,31783,31785,31898,31630,180,0.14,10.36668683462848,10.365373459408033,0.0014483629735959624
2018-11-06,31657,31718,31869,31641,9160,-0.4,10.362714572154392,10.365163134449658,-0.003972262474087884
2018-11-07,31602,31660,31678,31530,1800,-0.17,10.360975688711445,10.364828911161856,-0.0017388834429468147
2018-11-08,31408,31551,31551,31234,6110,-0.61,10.354817916516243,10.363609422172368,-0.0061577721952019715
2018-11-09,31023,31302,31383,30965,10710,-1.23,10.342484143853085,10.36174999675761,-0.012333772663158271
2018-11-12,31014,31106,31178,30975,7770,-0.03,10.342193994424095,10.359971534758403,-0.00029014942898974994
2018-11-13,30778,31110,31110,30756,8280,-0.76,10.334555428023798,10.357343749425793,-0.007638566400297364
2018-11-14,30838,30700,30867,30620,7550,0.19,10.336502974731298,10.35496750693863,0.0019475467075000807
2018-11-15,30831,30830,30939,30753,8710,-0.02,10.336275956293182,10.352585478914513,-0.00022701843811567812
2018-11-16,31017,30856,31158,30830,10100,0.6,10.342290720254804,10.35095196132285,0.006014763961621483
2018-11-19,30888,31068,31068,30785,8150,-0.42,10.338123037944072,10.348571644932482,-0.00416768231073128
2018-11-20,30830,30811,30994,30800,8350,-0.19,10.336243520880195,10.346155399034592,-0.00187951706387679
2018-11-21,30839,30800,30910,30750,7740,0.03,10.33653540173002,10.343642779626386,0.0002918808498240111
2018-11-22,30613,30852,30899,30555,9810,-0.73,10.329180034324262,10.340848234807208,-0.007355367405757818
2018-11-23,30513,30551,30566,30427,4660,-0.33,10.325908101293706,10.33792593585573,-0.0032719330305557293
2018-11-26,30574,30472,30672,30470,7680,0.2,10.32790525356098,10.335683213942792,0.001997152267273705
2018-11-27,30423,30585,30648,30389,7860,-0.49,10.322954180280107,10.334055716978376,-0.004951073280873075
2018-11-28,30457,30400,30593,30270,8400,0.11,10.324071131775993,10.332545478424368,0.0011169514958861981
2018-11-29,30253,30399,30399,30210,6690,-0.67,10.317350632095335,10.331111745430329,-0.006720499680657355
2018-11-30,30186,30233,30320,30155,7630,-0.22,10.315133519719373,10.329330957512669,-0.002217112375962671
2018-12-03,30787,30322,30850,30257,1600,1.99,10.33484780193963,10.329211944649874,0.019714282220256507
2018-12-04,30964,30874,31085,30874,80,0.57,10.340580518324604,10.329069427822356,0.005732716384974523
2018-12-05,30926,30830,30970,30825,40,-0.12,10.339352533035376,10.329171885746632,-0.001227985289228073
2018-12-06,31005,31039,31196,30974,10550,0.26,10.341903760783978,10.32964357240528,0.0025512277486026136
2018-12-07,31440,31011,31480,30941,11240,1.4,10.355836246543143,10.331251976139706,0.013932485759164948
2018-12-10,31895,31459,31966,31420,14090,1.45,10.370204536676056,10.334670684669023,0.01436829013291252
2018-12-11,31812,31850,31850,31618,10530,-0.26,10.367598856077025,10.3381449142343,-0.0026056805990304355
2018-12-12,31626,31749,31749,31582,7570,-0.58,10.361734846083262,10.34096404694449,-0.00586400999376302
2018-12-13,31414,31550,31600,31337,8430,-0.67,10.355008932402978,10.343635276288063,-0.006725913680284634
2018-12-14,31437,31440,31514,31384,6750,0.07,10.355740822143051,10.346274417151983,0.0007318897400736546
2018-12-17,31501,31369,31530,31291,5970,0.2,10.357774570341576,10.349643078672505,0.002033748198524421
2018-12-18,31075,31589,31650,31041,10180,-1.35,10.344158916378912,10.352061861727465,-0.013615653962663288
2018-12-19,31139,31167,31500,30967,8760,0.21,10.34621633183446,10.353009239218702,0.0020574154555479396
2018-12-20,31219,31027,31250,30914,12970,0.26,10.348782162806907,10.353692709592227,0.002565830972447003
2018-12-21,31126,31115,31292,31075,9910,-0.3,10.345798761764955,10.354229895319692,-0.0029834010419520496
2018-12-24,31375,31300,31395,31177,8570,0.8,10.353766676434086,10.355218471623866,0.007967914669130494
2018-12-26,31463,31430,31643,31400,10030,0.28,10.35656753125214,10.355279412016285,0.0028008548180533666
2018-12-27,31611,31499,31647,31426,8010,0.47,10.361260440267637,10.354534070648915,0.004692909015497904
2018-12-28,31506,31576,31629,31462,6640,-0.33,10.357933282865915,10.353728606214657,-0.0033271574017224026
2018-12-31,31489,31452,31583,31284,6600,-0.05,10.357393557477783,10.3533668321642,-0.0005397253881316288
2019-01-01,31560,31550,31651,31410,680,0.23,10.35964577495981,10.353753235710602,0.0022522174820274188
2019-01-02,31934,31530,32500,31510,400,1.19,10.371426551899647,10.355060379856985,0.011780776939836812
2019-01-03,31939,32000,32045,31836,170,0.02,10.371583112575056,10.356211091709776,0.00015656067540881224
2019-01-04,31679,32686,32686,31460,60,-0.81,10.36340927977359,10.357815288659332,-0.008173832801466219
2019-01-07,31652,31536,31748,31456,12800,-0.09,10.362556616729083,10.359176979067218,-0.0008526630445064853
2019-01-08,31736,31616,31758,31572,10840,0.27,10.365206962194167,10.36054571234949,0.002650345465083248
2019-01-09,31993,31685,32016,31639,14630,0.81,10.373272407852593,10.362835182856792,0.00806544565842593
2019-01-10,31878,32090,32119,31855,13330,-0.36,10.369671395678997,10.364160576127203,-0.0036010121735952083
2019-01-11,31924,31907,32065,31888,10560,0.14,10.371113356995899,10.365372728272513,0.0014419613169014411
2019-01-14,32130,32050,32194,31963,13650,0.65,10.377545452109905,10.366729812592704,0.006432095114005776
2019-01-15,32169,32066,32273,32064,12590,0.12,10.378758534888256,10.368465250261233,0.0012130827783511933
2019-01-16,32272,32148,32299,32103,11360,0.32,10.381955260193992,10.370512058820916,0.0031967253057363365
2019-01-17,32253,32300,32363,32190,12920,-0.06,10.381366341153338,10.37232210600371,-0.0005889190406538347
2019-01-18,32089,32295,32305,32052,12630,-0.51,10.376268571262472,10.372725607617278,-0.0050977698908667435
2019-01-21,32039,32052,32184,31985,8900,-0.16,10.374709189708955,10.372986114045105,-0.0015593815535162037
2019-01-22,32154,32030,32189,31949,12040,0.36,10.378292138722905,10.374226352290881,0.0035829490139498432
2019-01-23,32135,32105,32199,32060,10910,-0.06,10.377701057805387,10.37548838904724,-0.0005910809175180276
2019-01-24,32016,32100,32147,31986,9550,-0.37,10.373991056823515,10.376220396933018,-0.0037100009818722413
2019-01-25,32339,32057,32367,32019,13030,1.01,10.384029211193527,10.37711679721143,0.010038154370011654
2019-01-28,32536,32383,32570,32383,10900,0.61,10.39010244758706,10.378819384870434,0.006073236393532966
2019-01-29,32891,32570,32967,32530,13050,1.09,10.40095434309913,10.38130613371237,0.010851895512070442
2019-01-30,32903,32900,32975,32807,9820,0.04,10.401319118006661,10.3832872725371,0.0003647749075312845
2019-01-31,33100,32937,33245,32903,10390,0.6,10.407288561365155,10.385664774743509,0.005969443358493365
2019-02-01,33405,33119,33500,32997,3120,0.92,10.416460868359577,10.38854024209064,0.009172306994422286
2019-02-04,33455,34247,34400,33285,420,0.15,10.417956531216918,10.391589424595939,0.0014956628573408182
2019-02-05,33381,33549,33549,33250,130,-0.22,10.41574215482581,10.394878889892885,-0.002214376391107109
2019-02-06,33222,33199,33378,33175,7270,-0.48,10.410967586051022,10.397900422921388,-0.004774568774788435
2019-02-07,33056,33169,33200,32951,10600,-0.5,10.405958371919365,10.400205942354427,-0.005009214131657558
2019-02-08,33125,33000,33142,32910,9430,0.21,10.408043563288523,10.402734484478023,0.002085191369157968
2019-02-11,32931,33060,33082,32811,11150,-0.59,10.402169742355426,10.405082708272348,-0.005873820933096852
2019-02-12,32747,32915,32945,32721,9360,-0.56,10.396566633814148,10.406127493490732,-0.00560310854127799
2019-02-13,32909,32727,33028,32680,10850,0.49,10.401501455574783,10.407077410823044,0.004934821760635089
2019-02-14,32970,32862,33000,32765,11450,0.19,10.403353336065777,10.407277326903598,0.0018518804909941622
2019-02-15,33263,32992,33280,32992,11790,0.89,10.412200947115844,10.40818414599603,0.008847611050066817
2019-02-18,33463,33333,33484,33333,8880,0.6,10.41819562981634,10.409093068366962,0.005994682700496412
2019-02-19,33753,33499,33797,33434,11910,0.87,10.426824581239181,10.409956711106927,0.008628951422840814
2019-02-20,33719,33800,33877,33680,9090,-0.1,10.425816755685535,10.410611729812645,-0.0010078255536463132
2019-02-21,33302,33630,33658,33265,14500,-1.24,10.413372734225062,10.410414278095917,-0.012444021460472854
2019-02-22,33369,33302,33413,33190,9550,0.2,10.41538260426014,10.41078219628001,0.0020098700350779097
2019-02-25,33159,33385,33398,33130,8440,-0.63,10.409069451979065,10.411041452951652,-0.006313152281075318
2019-02-26,33228,33225,33450,33205,9010,0.21,10.411148172958962,10.41130017042419,0.0020787209798971418
2019-02-27,33171,33300,33466,33138,9400,-0.17,10.409431279210512,10.411905298495446,-0.0017168937484495217
2019-02-28,32902,33189,33260,32877,8130,-0.81,10.401288725179366,10.412298806109215,-0.008142554031145721
2019-03-01,32533,32857,32953,31915,1560,-1.12,10.390010237778945,10.411341204626227,-0.011278487400421255
2019-03-04,32505,32394,32601,32315,150,-0.09,10.389149202638569,10.410157526840626,-0.0008610351403763872
2019-03-05,32015,33435,33440,32000,240,-1.51,10.373959821952903,10.406970766410382,-0.015189380685665554
2019-03-06,31954,32136,32300,31885,16710,-0.19,10.372052647587516,10.403125517891313,-0.001907174365387121
2019-03-07,31946,31959,31980,31800,14750,-0.03,10.371802256349902,10.39854032415054,-0.00025039123761416704
2019-03-08,32174,31980,32235,31955,16620,0.71,10.378913951950253,10.3946317571726,0.0071116956003507426
2019-03-11,31915,32214,32214,31897,12410,-0.8,10.370831397690157,10.391086645794692,-0.00808255426009552
2019-03-12,32015,31906,32056,31885,12060,0.31,10.373959821952903,10.387634747269088,0.0031284242627460657
2019-03-13,32225,32088,32330,32088,13820,0.66,10.380497827807389,10.385253778588115,0.006538005854485718
2019-03-14,31832,32274,32274,31813,17210,-1.22,10.368227352106764,10.381677043517099,-0.012270475700624672
2019-03-15,31853,31895,31960,31768,13200,0.07,10.36888684808733,10.3782983409235,0.0006594959805656941
2019-03-18,31685,31800,31815,31590,12270,-0.53,10.363598661757617,10.37515750230502,-0.00528818632971273
2019-03-19,31985,31750,32017,31691,14670,0.95,10.373022321884237,10.373741842647128,0.009423660126619993
2019-03-20,31740,31961,31961,31704,14380,-0.77,10.3653329940804,10.371757158600614,-0.0076893278038365764
2019-03-21,31842,31899,32064,31806,9410,0.32,10.36854145205595,10.371305627775868,0.0032084579755498055
2019-03-22,32155,31869,32184,31748,19210,0.98,10.378323238568964,10.371828177024321,0.009781786513013202
2019-03-25,32223,32199,32245,32083,14020,0.21,10.380435762266156,10.372547635850676,0.0021125236971926142
2019-03-26,32113,32200,32200,32031,13040,-0.34,10.377016211557725,10.372389490817966,-0.0034195507084309185
2019-03-27,32019,32101,32182,32000,17720,-0.29,10.374084755582075,10.372660603975627,-0.0029314559756503655
2019-03-28,31624,31993,32030,31591,15060,-1.23,10.361671604976522,10.37163658589426,-0.012413150605553369
2019-03-29,31703,31600,31788,31510,11360,0.25,10.364166592611527,10.37027564962794,0.00249498763500533
2019-04-01,31570,31588,31730,31542,4520,-0.42,10.359962581552038,10.369586918748379,-0.004204011059488977
2019-04-02,31535,31550,31590,31359,390,-0.11,10.35885331909775,10.36875079133258,-0.0011092624542872187
2019-04-03,31450,31499,31607,31318,170,-0.27,10.356154262128587,10.368130424696828,-0.0026990569691633937
2019-04-04,31503,31499,31549,31350,70,0.17,10.357838058374103,10.366865069404318,0.001683796245515623
2019-04-05,31566,31535,31620,31400,60,0.2,10.359835870958863,10.366406975810856,0.0019978125847597283
2019-04-08,32076,31795,32155,31795,12900,1.62,10.37586336592692,10.367017135300102,0.016027494968057
2019-04-09,32098,32131,32171,32020,11010,0.07,10.376549001881102,10.366869282242781,0.000685635954182473
2019-04-10,32174,32070,32197,31968,11740,0.24,10.378913951950253,10.366742464716456,0.0023649500691504954
2019-04-11,31663,32148,32148,31638,17110,-1.59,10.362904085736766,10.365566454231375,-0.0160098662134871
2019-04-12,31760,31721,31871,31705,11010,0.31,10.365962915361072,10.36488963421296,0.0030588296243063695
2019-04-15,31760,31710,31791,31570,8540,0.0,10.365962915361072,10.365247243411671,0.0
2019-04-16,31474,31700,31768,31453,14480,-0.9,10.35691708716081,10.364643117957444,-0.009045828200262562
2019-04-17,31410,31500,31525,31393,5650,-0.2,10.354881592532692,10.364219702205832,-0.0020354946281173625
2019-04-18,31403,31474,31544,31355,9870,-0.02,10.35465870873383,10.363870151342173,-0.00022288379886248322
2019-04-22,31531,31497,31697,31497,9890,0.41,10.358726467862368,10.364084501819988,0.004067759128538739
2019-04-23,31525,31490,31566,31401,9920,-0.02,10.35853616083312,10.364142677024905,-0.00019030702924816012
2019-04-24,31759,31480,31799,31450,12640,0.74,10.365931428719277,10.364650640171606,0.007395267886156631
2019-04-25,31843,31750,31926,31641,11640,0.26,10.368572856625317,10.364043097729807,0.0026414279060400503
2019-04-26,31868,31851,31934,31705,9670,0.08,10.369357650500257,10.363443818448069,0.0007847938749403482
2019-04-30,31625,31800,31824,31597,6440,-0.76,10.361703226029821,10.362009591288034,-0.007654424470436183
2019-05-01,31563,31604,31657,31503,1550,-0.2,10.359740827476397,10.361745986433002,-0.0019623985534238386
2019-05-02,31203,31420,31425,31160,480,-1.14,10.348269523021242,10.36027153707135,-0.011471304455154652
2019-05-03,31341,31250,31500,31163,80,0.44,10.352682423505618,10.359164829416729,0.0044129004843753705
2019-05-06,31578,31495,31659,31495,12070,0.76,10.360215954581834,10.359439735035147,0.007533531076216349
2019-05-07,31739,31600,31758,31542,12370,0.51,10.36530148759794,10.360308059623918,0.005085533016105259
2019-05-08,31697,31740,31930,31676,16670,-0.13,10.363977318163013,10.361084610409684,-0.0013241694349268585
2019-05-09,31926,31749,32049,31719,18690,0.72,10.371176003824424,10.362122071739854,0.0071986856614110195
2019-05-10,31917,31895,32004,31790,15880,-0.03,10.370894062184476,10.363151896852468,-0.0002819416399475472
2019-05-13,32499,31900,32538,31885,25010,1.82,10.388964598613677,10.365071327677002,0.01807053642920131
2019-05-14,32248,32451,32451,32235,17750,-0.77,10.381211304797002,10.366124531691307,-0.007753293816675111
2019-05-15,32261,32300,32410,32165,17660,0.04,10.381614349338879,10.367145923261193,0.00040304454187634065
2019-05-16,31985,32261,32320,31931,18620,-0.86,10.373022321884237,10.368089181249061,-0.008592027454641382
2019-05-17,31809,31991,32039,31785,17350,-0.55,10.367504547593908,10.36873615792552,-0.005517774290328958
2019-05-20,31566,31777,31777,31101,14610,-0.76,10.359835870958863,10.369700020253656,-0.007668676635045557
2019-05-21,31442,31549,31549,31410,11490,-0.39,10.35589985775146,10.369968139774143,-0.003936013207402667
2019-05-22,31452,31460,31568,31416,9610,0.03,10.356217853111406,10.369634964651608,0.00031799535994636585
2019-05-23,31696,31401,31757,31265,16970,0.78,10.363945768938333,10.36952198809664,0.007727915826926335
2019-05-24,31554,31681,31710,31518,10690,-0.45,10.3594556428174,10.369145181817839,-0.0044901261209329135
2019-05-27,31630,31588,31716,31580,8360,0.24,10.361861316299695,10.368368957857445,0.0024056734822952563
2019-05-28,31569,31629,31718,31510,11670,-0.19,10.359930905408921,10.367455361459482,-0.001930410890773615
2019-05-29,31760,31651,31850,31638,12930,0.61,10.365962915361072,10.365538554521764,0.006032009952150474
2019-05-30,31831,31721,31896,31560,10730,0.22,10.36819593668493,10.364453940512425,0.0022330213238586083
2019-05-31,32131,31810,32165,31810,8390,0.94,10.377576575186112,10.364117459333029,0.009380638501180982
2019-06-03,32405,32147,32499,32113,1290,0.85,10.386068010861816,10.365204600081158,0.00849143567570465
2019-06-04,32465,32500,32800,32300,120,0.19,10.387917864942587,10.366905709860216,0.001849854080770541
2019-06-05,32607,32540,32866,32540,11500,0.44,10.392282268231297,10.369609576299586,0.004364403288709795
2019-06-06,32734,32631,32760,32631,10040,0.39,10.39616957206583,10.372965385825784,0.0038873038345332844
2019-06-07,32867,32641,32944,32610,18520,0.41,10.400224393859018,10.376632597554751,0.004054821793188168
2019-06-10,32611,32800,32800,32585,9620,-0.78,10.39240493375324,10.379004194622661,-0.00781946010577883
2019-06-11,32576,32640,32662,32431,10980,-0.11,10.391331099910195,10.381660482713725,-0.0010738338430442695
2019-06-12,32685,32617,32776,32617,11390,0.33,10.39467153604683,10.384394667692654,0.003340436136635816
2019-06-13,32884,32739,32918,32662,12030,0.61,10.400741496272024,10.38779555026458,0.006069960225193682
2019-06-14,32984,32950,33241,32950,21100,0.3,10.403777874386735,10.39094679685005,0.0030363781147109137
2019-06-17,32961,33015,33080,32826,15540,-0.07,10.403080323368991,10.393853829073722,-0.0006975510177440469
2019-06-18,32939,32974,33149,32846,21560,-0.07,10.402412645043732,10.395923501561859,-0.0006676783252590468
2019-06-19,32976,32907,32999,32875,10560,0.11,10.40353530313024,10.397379109250894,0.0011226580865084657
2019-06-20,33838,33000,33876,33000,26730,2.61,10.429339710318741,10.400830929698907,0.025804407188500633
2019-06-21,33960,33890,34297,33709,27580,0.36,10.432938640425284,10.404218960715072,0.003598930106543108
2019-06-24,34214,34100,34259,34031,15550,0.75,10.440390196012237,10.407904012710604,0.007451555586952097
2019-06-25,34300,34345,34599,34160,30860,0.25,10.442900633154032,10.41146036598519,0.002510437141795663
2019-06-26,34135,34160,34173,33964,20450,-0.48,10.438078529852381,10.415266498993452,-0.004822103301650671
2019-06-27,33931,34270,34270,33777,13580,-0.6,10.432084329787237,10.418662601483206,-0.005994200065144284
2019-06-28,33947,34000,34200,33900,11220,0.05,10.4325557638394,10.42181962046592,0.0004714340521623228
2019-07-01,33348,33777,33777,33210,3840,-1.76,10.414753079530504,10.422987252404127,-0.017802684308895422
2019-07-02,33779,33530,33804,33507,350,1.29,10.427594586608032,10.424971978422567,0.012841507077528291
2019-07-03,34077,33801,34750,33801,190,0.88,10.436377948899532,10.427746780550114,0.00878336229149923
2019-07-04,34023,34199,34300,33911,180,-0.16,10.43479204548344,10.430445063920088,-0.0015859034160907726
2019-07-05,34370,34395,35037,33900,40,1.02,10.44493936984388,10.433895402812892,0.010147324360438859
2019-07-08,34535,34550,34759,34475,23910,0.48,10.449728581523074,10.435594475413252,0.004789211679193883
2019-07-09,34533,34499,34581,34300,25570,-0.01,10.449670667583172,10.436988811009742,-5.79139399015105e-05
2019-07-10,34765,34469,34806,34332,31360,0.67,10.456366412533118,10.438320162386484,0.006695744949945848
2019-07-11,34612,34800,34995,34591,34610,-0.44,10.451955721726629,10.439074753100867,-0.00441069080648937
2019-07-12,34812,34698,34862,34611,23110,0.58,10.457717433909405,10.440711328438953,0.005761712182776435
2019-07-15,34792,34740,34850,34687,19680,-0.06,10.457142754277474,10.442799530479805,-0.000574679631931474
2019-07-16,34738,34809,34839,34639,25480,-0.16,10.455589467613958,10.44471900579435,-0.0015532866635155074
2019-07-17,35039,34700,35080,34611,27570,0.87,10.464217005830303,10.448840999652669,0.008627538216344988
2019-07-18,35117,35100,35150,34851,31100,0.22,10.466440622688136,10.45207816932601,0.0022236168578331217
2019-07-19,35033,35180,35380,35003,29520,-0.24,10.464045753403807,10.454383819701368,-0.002394869284328749
2019-07-22,35143,35100,35189,35035,16100,0.31,10.467180730891574,10.457082876818712,0.003134977487766477
2019-07-23,35030,35065,35135,34907,20410,-0.32,10.463960116191533,10.458667939014349,-0.003220614700040869
2019-07-24,35036,35012,35090,34921,15420,0.02,10.464131383282979,10.45986817249434,0.00017126709144577035
2019-07-25,34850,34981,35121,34802,21460,-0.53,10.45880841618867,10.4606296515448,-0.00532296709430824
2019-07-26,34815,34870,34905,34760,14310,-0.1,10.457803607376647,10.46074941778176,-0.0010048088120235832
2019-07-29,34788,34839,34881,34735,10730,-0.08,10.457027778709655,10.461172089197012,-0.0007758286669918846
2019-07-30,34737,34823,34898,34520,18210,-0.15,10.455560680280383,10.460992359727927,-0.0014670984292717293
2019-07-31,34714,34830,34830,34625,8500,-0.07,10.454898342780828,10.46080532543654,-0.0006623374995555764
2019-08-01,35134,34520,35500,34430,2710,1.21,10.466924601573329,10.461749919933153,0.012026258792500855
2019-08-02,35705,35200,35840,35100,820,1.63,10.483046013983211,10.463319003945896,0.016121412409882296
2019-08-05,36711,36412,36775,36240,290,2.82,10.510831716653778,10.467018261776365,0.027785702670566792
2019-08-06,37182,37003,37207,36621,27320,1.28,10.523580052190162,10.471979453341897,0.012748335536384658
2019-08-07,37899,37250,38125,37250,44110,1.93,10.542680005498147,10.47827105955911,0.019099953307984308
2019-08-08,37311,37899,37899,37175,33790,-1.55,10.527043468321851,10.48352800556997,-0.015636537176295207
2019-08-09,37558,37419,37684,37355,22870,0.66,10.53364168376815,10.489320530610401,0.006598215446299349
2019-08-12,37812,37620,37909,37620,9180,0.68,10.540381791545276,10.496118311890118,0.006740107777124749
2019-08-13,37268,37860,38147,36860,41660,-1.44,10.525890328570316,10.501792205322923,-0.01449146297495929
2019-08-14,37688,37274,37844,37188,33320,1.13,10.537097020379877,10.508464642128775,0.011206691809560354
2019-08-16,37487,37880,37941,37281,24290,-0.53,10.531749485189057,10.514813709204498,-0.005347535190820096
2019-08-19,37484,37340,37525,37270,22990,-0.01,10.531669454243714,10.521211301826407,-8.003094534281274e-05
2019-08-20,37640,37400,37680,37350,19810,0.42,10.535822593699315,10.526952801170237,0.004153139455601362
2019-08-21,37598,37555,37636,37441,15780,-0.11,10.534706136473906,10.531257811377797,-0.0011164572254092064
2019-08-22,37779,37560,37800,37501,20060,0.48,10.539508671673955,10.533647557629477,0.004802535200049363
2019-08-23,38357,37700,38426,37595,28960,1.53,10.554692319474022,10.536240246569799,0.015183647800066424
2019-08-26,38415,38550,38869,38360,28460,0.15,10.556203287301736,10.537367186720097,0.0015109678277145377
2019-08-27,38644,38367,38679,38331,20050,0.6,10.5621468026374,10.540292464579727,0.0059435153356641734
2019-08-28,38772,38547,38879,38465,19150,0.33,10.5654536156125,10.542943458900089,0.0033068129750990494
2019-08-29,38426,38740,38998,38289,24910,-0.89,10.556489592791646,10.54428577567062,-0.008964022820853401
2019-08-30,38300,38424,38588,38224,16910,-0.33,10.553205175168737,10.546562012887156,-0.00328441762290943
2019-09-02,38708,38520,38800,38400,2320,1.07,10.563801576000833,10.548787392522234,0.010596400832096009
2019-09-03,39314,38852,39431,38634,1200,1.57,10.579335968517745,10.552752932799626,0.015534392516912021
2019-09-04,39337,39337,39490,38981,1850,0.06,10.57992083077393,10.55677388084381,0.0005848622561845929
2019-09-05,38504,39198,39370,38353,630,-2.12,10.558517410982946,10.558665115617446,-0.02140341979098359
2019-09-06,38551,38821,38962,38385,40450,0.12,10.559737318992255,10.560751047493975,0.0012199080093093784
2019-09-09,38459,38578,39699,38265,31730,-0.24,10.557348017764696,10.562237659668204,-0.002389301227559315
2019-09-10,38248,38382,38487,38200,18610,-0.55,10.551846550305939,10.56200051223753,-0.0055014674587567924
2019-09-11,37965,38200,38260,37931,27740,-0.74,10.544419961647334,10.561018568432996,-0.007426588658605127
2019-09-12,37747,37900,38215,37662,41660,-0.57,10.538661281320572,10.559061441656594,-0.005758680326762189
2019-09-13,37517,37700,37891,37451,28040,-0.61,10.532549442567325,10.556319427236163,-0.006111838753247056
2019-09-16,38161,37749,38188,37749,25820,1.72,10.5495693306696,10.555742738725993,0.017019888102275615
2019-09-17,37995,38068,38165,37853,24420,-0.43,10.545209851103886,10.555076461720589,-0.004359479565714253
2019-09-18,37837,38067,38067,37728,19420,-0.42,10.541042738838962,10.553179891957098,-0.004167112264923389
2019-09-19,37672,37700,37767,37525,23030,-0.44,10.536672391923391,10.549624593907568,-0.004370346915571588
2019-09-20,37669,37700,37749,37437,20700,-0.01,10.536592754010393,10.546013920843942,-7.963791299836487e-05
2019-09-23,37905,37750,37960,37725,19980,0.63,10.542838308490404,10.544707328969563,0.006245554480011961
2019-09-24,38091,37899,38140,37758,25610,0.49,10.5477333127379,10.543706995115034,0.004895004247496004
2019-09-25,37571,38010,38170,37455,27540,-1.37,10.533987755195422,10.541760306567594,-0.013745557542478082
2019-09-26,37773,37572,37825,37427,25210,0.54,10.53934984066981,10.540718914097917,0.005362085474388323
2019-09-27,37706,37824,37824,37301,27420,-0.18,10.537574511966529,10.54014845995785,-0.0017753287032817866
2019-09-30,36873,37600,37620,36811,17000,-2.21,10.51523485488309,10.538196257754727,-0.02233965708343888
2019-10-01,37377,36979,37507,36750,3670,1.37,10.528810820966973,10.537884705954697,0.013575966083882562
