Date,Price,Open,High,Low,Volume,Chg%,Log_Price,Mean_12,First_Diff
2015-09-10,26179,26150,26299,26062,16920,0.42,10.172712841637342,10.179361835045574,0.0042106937116983545
2015-09-11,25981,26190,26209,25918,15490,-0.76,10.165120780630861,10.178215071794083,-0.007592061006480577
2015-09-14,26078,26045,26128,25970,12160,0.37,10.168847325983418,10.177835667344674,0.003726545352556343
2015-09-15,25982,26089,26095,25956,12790,-0.37,10.165159269555678,10.176222057952137,-0.0036880564277392835
2015-09-16,26285,25994,26367,25967,20080,1.17,10.176753713253548,10.175417508399418,0.011594443697870105
2015-09-17,26176,26212,26273,26113,7410,-0.41,10.172598239402474,10.174006463114674,-0.004155473851074731
2015-09-18,26476,26300,26591,26300,23100,1.15,10.183993941238814,10.174192373110548,0.011395701836340422
2015-09-21,26345,26488,26550,26281,17900,-0.49,10.179033782643387,10.174665021136,-0.004960158595427089
2015-09-22,26242,26320,26470,26180,22310,-0.39,10.175116459665661,10.174620574997316,-0.003917322977725846
2015-09-23,26476,26240,26509,26210,16309,0.89,10.183993941238814,10.174526203313832,0.008877481573152934
2015-09-24,26965,26510,27078,26462,28450,1.85,10.202295007771328,10.176177287578914,0.018301066532513843
2015-09-25,26744,26900,26900,26634,10770,-0.82,10.194065428099934,10.178307560926772,-0.008229579671393594
2015-09-28,26508,26746,26746,26361,16510,-0.88,10.185201853208117,10.179348311891003,-0.00886357489181755
2015-09-29,26253,26574,26590,26228,18830,-0.96,10.17553554720394,10.180216209105426,-0.00966630600417595
2015-09-30,25803,26211,26371,25737,22290,-1.71,10.15824604321959,10.179332768875108,-0.01728950398435103
2015-10-01,25782,25780,25863,25680,6120,-0.08,10.15743185300305,10.178688817495722,-0.000814190216539501
2015-10-05,26094,26159,26263,25960,1350,1.21,10.169460681825694,10.178081064876734,0.012028828822643334
2015-10-06,26512,26300,26621,26272,16740,1.6,10.185352739666344,10.179143939898724,0.01589205784065051
2015-10-07,26449,26555,26675,26320,18410,-0.24,10.182973629388371,10.179058913911186,-0.0023791102779728845
2015-10-08,26351,26400,26499,26240,15300,-0.37,10.179261503913537,10.179077890683699,-0.003712125474834238
2015-10-09,26515,26311,26595,26263,16340,0.62,10.18546588957123,10.17994034317583,0.006204385657692768
2015-10-12,26678,26626,26820,26527,16370,0.61,10.19159453470099,10.180573725964344,0.006128645129759747
2015-10-13,26872,26640,26916,26503,20360,0.73,10.198840131292128,10.180285819591077,0.007245596591138437
2015-10-14,27088,26920,27164,26756,21560,0.8,10.206846104372916,10.181350875947158,0.008005973080788209
2015-10-15,27142,27130,27228,26940,20300,0.2,10.208837622641315,10.183320523399926,0.0019915182683991617
2015-10-16,27029,27102,27102,26942,13690,-0.42,10.20466564265568,10.185748031354237,-0.004171979985635232
2015-10-19,26882,26950,26950,26803,11290,-0.54,10.199212196631093,10.189161877471863,-0.005453446024587194
2015-10-20,26993,26821,27058,26756,15060,0.41,10.203332852113716,10.192986960731085,0.004120655482623192
2015-10-21,26821,27036,27080,26801,12720,-0.64,10.196940441748334,10.195276940724638,-0.006392410365382517
2015-10-22,26737,26850,26877,26715,6530,-0.31,10.193803652888551,10.195981183493155,-0.0031367888597824134
2015-10-23,26676,26759,26965,26602,16270,-0.23,10.191519563752196,10.196693344690141,-0.0022840891363546945
2015-10-26,26689,26750,26790,26642,8550,0.05,10.19200677448047,10.197755450570718,0.00048721072827362377
2015-10-27,26790,26678,26820,26650,8790,0.38,10.195783962538654,10.19861528998467,0.0037771880581836115
2015-10-28,26930,26824,27033,26797,12540,0.52,10.200996185805645,10.199398760910059,0.00521222326699089
2015-10-29,26470,26800,26800,26450,12520,-1.71,10.183767295221147,10.198142691237477,-0.017228890584497947
2015-10-30,26355,26464,26464,26281,8800,-0.43,10.179413289289307,10.195856623313842,-0.004354005931839211
2015-11-02,26228,26450,26450,26181,3900,-0.48,10.17458282138351,10.19300205654236,-0.004830467905797775
2015-11-03,25863,26240,26310,25833,1250,-1.39,10.160568654878034,10.18932730756089,-0.0140141665054756
2015-11-04,25646,25950,25993,25126,1190,-0.84,10.152142893019061,10.185404865593219,-0.008425761858973146
2015-11-05,25791,25661,25917,25661,270,0.57,10.157780872842554,10.181608867320621,0.005637979823493566
2015-11-06,25538,25834,25918,25485,17490,-0.98,10.147922817984627,10.177524065340313,-0.009858054857927456
2015-11-09,25699,25619,25780,25619,13210,0.63,10.154207359620441,10.174224374234637,0.006284541635814378
2015-11-10,25604,25710,25750,25510,11940,-0.37,10.150503868261895,10.170806399610445,-0.003703491358546529
2015-11-11,25490,25523,25548,25477,2700,-0.45,10.146041497370161,10.166975959851252,-0.004462370891733514
2015-11-12,25341,25480,25555,25223,9560,-0.58,10.140178916395607,10.162342206006,-0.005862580974554277
2015-11-13,25388,25395,25519,25351,10870,0.19,10.14203190042636,10.157428515557726,0.0018529840307532908
2015-11-16,25360,25488,25740,25336,16640,-0.11,10.140928408551162,10.153858608335227,-0.0011034918751988698
2015-11-17,25038,25284,25375,24978,17530,-1.27,10.128149949819608,10.149586663379418,-0.012778458731553144
2015-11-18,25108,25000,25180,25000,13280,0.28,10.130941799437423,10.145949911550577,0.0027918496178145347
2015-11-19,25308,25199,25442,25110,20140,0.8,10.138875830266775,10.144142176166307,0.007934030829352068
2015-11-20,25252,25356,25496,25214,16280,-0.22,10.136660639487516,10.14285198837201,-0.002215190779258691
2015-11-23,25180,25235,25287,25084,13970,-0.29,10.133805307598339,10.14085402460166,-0.002855331889177748
2015-11-24,25305,25199,25395,25173,13980,0.5,10.138757283648179,10.140090230073623,0.004951976049840212
2015-11-25,25230,25250,25280,25154,7600,-0.3,10.135789041635103,10.13855537024151,-0.0029682420130754394
2015-11-26,25288,25260,25346,25250,8980,0.23,10.138085253895454,10.137520485710974,0.002296212260350927
2015-11-27,25071,25221,25281,24981,13070,-0.86,10.129467078669546,10.13613928415259,-0.008618175225908686
2015-11-30,25114,24961,25180,24950,10330,0.17,10.13118073854891,10.135389435998698,0.0017136598793641156
2015-12-01,25018,25189,25250,24975,3710,-0.38,10.127350844774687,10.134166014694392,-0.0038298937742222705
2015-12-02,24895,25169,25190,24860,240,-0.49,10.122422259076282,10.132623835571485,-0.00492858569840493
2015-12-03,25043,24890,25149,24803,40,0.59,10.128349626344303,10.132640475281876,0.005927367268020234
2015-12-04,25631,25110,25750,25066,90,2.35,10.151557835374197,10.134358478276608,0.023208209029894178
2015-12-07,25443,25589,25620,25410,9900,-0.73,10.14419593502981,10.134801820340194,-0.007361900344386996
2015-12-08,25424,25406,25515,25275,11440,-0.07,10.143448888776497,10.135367507780941,-0.0007470462533127886
2015-12-09,25499,25470,25637,25333,15120,0.29,10.146394514691288,10.136416608372022,0.0029456259147906394
2015-12-10,25328,25455,25455,25303,10140,-0.67,10.139665782120794,10.136492316578073,-0.006728732570493889
2015-12-11,25581,25300,25610,25162,18050,1.0,10.14960516741016,10.13764366039266,0.009939385289365887
2015-12-14,25256,25518,25539,25241,14420,-1.27,10.136819030237827,10.137538141754524,-0.012786137172332346
2015-12-15,25173,25256,25317,25111,12670,-0.33,10.13352727053818,10.137876491076911,-0.0032917596996480114
2015-12-16,25372,25235,25400,25122,13480,0.79,10.141401482753787,10.138728219760651,0.007874212215607912
2015-12-17,24766,25302,25302,24671,20770,-2.39,10.117227023775044,10.137884568010682,-0.024174458978743374
2015-12-18,25011,24802,25146,24781,15390,0.99,10.127071007078722,10.138271963677552,0.009843983303678527
2015-12-21,25302,25067,25335,25051,14980,1.16,10.138638722974616,10.139129388396743,0.011567715895893116
2015-12-22,25176,25242,25316,25155,12140,-0.5,10.133646438744243,10.137636772010914,-0.004992284230372235
2015-12-23,25004,25150,25170,24992,10710,-0.68,10.126791091051704,10.136186368346072,-0.006855347692539482
2015-12-24,25147,25040,25180,25035,5610,0.57,10.132493884118713,10.135273451291257,0.005702793067008827
2015-12-28,25077,25136,25142,25062,8710,-0.28,10.129706370367266,10.133882772597588,-0.002787513751446369
2015-12-29,25106,25129,25243,25092,10210,0.12,10.130862140378154,10.133149135785702,0.0011557700108877356
2015-12-30,25017,25175,25224,25003,11240,-0.35,10.127310872755094,10.131291277897779,-0.003551267623059573
2015-12-31,24952,25032,25058,24880,6110,-0.26,10.12470925828764,10.130282130235264,-0.0026016144674549935
2016-01-01,24943,24976,25071,24900,2120,-0.04,10.124348500692786,10.129517232748148,-0.00036075759485321157
2016-01-04,25423,25234,25505,25030,750,1.92,10.143409555089155,10.129684572109428,0.01906105439636896
2016-01-05,25430,25360,25486,25360,170,0.03,10.143684858416165,10.131889391662854,0.00027530332700997917
2016-01-06,25756,25440,25789,25421,24140,1.28,10.156422888658074,10.134335381794468,0.012738030241909115
2016-01-07,26106,25800,26130,25780,25320,1.36,10.169920451948736,10.136942192542312,0.013497563290661319
2016-01-08,25989,26035,26095,25785,23700,-0.45,10.16542865055825,10.139590710193477,-0.004491801390486216
2016-01-11,25877,26075,26110,25831,19910,-0.43,10.16110982226658,10.142450604461384,-0.004318828291669519
2016-01-12,25689,25876,25966,25630,20160,-0.73,10.153818163694302,10.14422762775935,-0.007291658572277981
2016-01-13,25750,25660,25794,25530,18360,0.24,10.156189906091882,10.146434589069734,0.002371742397579979
2016-01-14,25652,25800,26028,25609,24080,-0.38,10.152376820268753,10.148227479060617,-0.0038130858231291143
2016-01-15,26126,25630,26220,25630,29460,1.85,10.17068626604651,10.151842095168236,0.018309445777756395
2016-01-18,26070,26073,26110,25971,14090,-0.21,10.168540506927547,10.155494699221562,-0.0021457591189619762
2016-01-19,26064,26041,26085,25873,20910,-0.02,10.168310330841827,10.159158185067316,-0.0002301760857204016
2016-01-20,26563,26100,26661,26100,32270,1.91,10.187274549019024,10.162813601228137,0.018964218177197623
2016-01-21,26190,26473,26513,26150,28390,-1.4,10.173132937501757,10.165267607818603,-0.01414161151726745
2016-01-22,26168,26254,26301,26113,16830,-0.08,10.17229256921822,10.166590081198615,-0.000840368283537174
2016-01-25,26391,26170,26444,26170,16219,0.85,10.180778321920783,10.167494903696285,0.008485752702563687
2016-01-27,26736,26450,26819,26450,15510,1.31,10.193766250835175,10.16985637038603,0.012987928914391489
2016-01-28,26701,26850,26900,26600,16510,-0.13,10.192456296870509,10.172468576603025,-0.0013099539646663771
2016-01-29,26709,26679,26763,26527,15260,0.03,10.19275586624178,10.175713385148647,0.00029956937127195715
2016-02-01,26973,26755,27049,26645,3570,0.99,10.202591644652882,10.179580196695397,0.009835778411101614
2016-02-02,27008,27782,27782,26861,1050,0.13,10.203888397395684,10.183872828122642,0.001296752742801388
2016-02-03,27285,27134,27325,26976,440,1.03,10.214092379620332,10.187490004253794,0.010203982224648911
2016-02-04,27656,27235,27800,27207,110,1.36,10.22759798160146,10.19241146047662,0.013505601981128379
2016-02-05,27568,27770,28113,26850,190,-0.32,10.224410958767711,10.197086512803777,-0.0031870228337496087
2016-02-08,28367,27496,28429,27496,29380,2.9,10.252981776705631,10.202562115110993,0.028570817937920268
2016-02-09,28325,28345,28423,28078,24630,-0.15,10.251500085896208,10.209092710810532,-0.0014816908094239523
2016-02-10,28211,28238,28250,27935,20530,-0.4,10.247467251790306,10.21535726769154,-0.004032834105901273
2016-02-11,29706,28250,30000,28250,46400,5.3,10.299104324589479,10.22521776791393,0.0516370727991724
2016-02-12,29287,29517,29722,29251,24730,-1.41,10.284899010540572,10.232812164556046,-0.014205314048906459
2016-02-15,28595,29251,29251,28521,19540,-2.36,10.260987156349417,10.238523069512622,-0.023911854191155157
2016-02-16,28800,28550,28969,28111,31580,0.72,10.268130666124037,10.244804302836142,0.007143509774619972
2016-02-17,28781,28790,28940,28637,21680,-0.07,10.267470726189352,10.250210892964184,-0.0006599399346853829
2016-02-18,29210,28780,29270,28614,22300,1.49,10.282266395381786,10.256742392796358,0.014795669192434246
2016-02-19,29432,29229,29547,29180,25790,0.76,10.28983779678461,10.263054510893381,0.007571401402824307
2016-02-22,28916,29340,29340,28762,21110,-1.75,10.272150354120187,10.266767208603275,-0.017687442664422903
2016-02-23,29234,29095,29317,29077,22080,1.1,10.283087694449238,10.271656936576735,0.010937340329050471
2016-02-24,29523,29310,29884,29210,31230,0.99,10.292924899567096,10.274985530148525,0.009837205117857906
2016-02-25,29735,29470,29765,29363,26250,0.72,10.300080082140694,10.279033863168898,0.00715518257359804
2016-02-26,29290,29588,29692,29135,25740,-1.5,10.285001439821778,10.28216171217152,-0.015078642318915314
2016-02-29,29437,29236,29625,29236,14790,0.5,10.29000766547652,10.28140365724544,0.005006225654740959
2016-03-01,29097,29600,29754,29080,3940,-1.16,10.278390355061653,10.280861269288865,-0.011617310414866466
2016-03-02,29219,29009,29240,28960,1000,0.42,10.282574461584227,10.282660211391764,0.004184106522574282
2016-03-03,29381,29209,29525,29120,990,0.55,10.288103485908332,10.284324613040456,0.0055290243241046255
2016-03-04,29519,29684,29983,29233,330,0.47,10.292789402801873,10.286434502758167,0.00468591689354092
2016-03-07,29597,29875,29960,29556,14020,0.26,10.295428283824405,10.287531326795051,0.002638881022532402
2016-03-08,29819,29760,30147,29760,38490,0.75,10.302901053215857,10.288619931497655,0.007472769391451806
2016-03-09,29597,29750,29750,29317,34880,-0.74,10.295428283824405,10.290559758973005,-0.007472769391451806
2016-03-10,29928,29500,29950,29088,52190,1.12,10.306549776027982,10.292514932437902,0.011121492203576722
2016-03-11,29504,29905,29920,29470,36900,-1.42,10.29228112635632,10.292461284670336,-0.014268649671661748
2016-03-14,29204,29449,29570,29140,30930,-1.02,10.282060965175976,10.290959691589944,-0.010220161180344078
2016-03-15,29050,29109,29249,28885,33260,-0.53,10.276773762280058,10.290274051794801,-0.005287202895917886
2016-03-16,28970,29080,29157,28935,22580,-0.28,10.274016090763396,10.288941420568706,-0.0027576715166617305
2016-03-17,29357,29044,29590,29044,37830,1.34,10.287286297671224,10.289682749119505,0.013270206907828097
2016-03-18,29135,29400,29460,29011,27150,-0.76,10.279695479577175,10.28944283395225,-0.007590818094049823
2016-03-21,28937,29102,29119,28831,24490,-0.68,10.272876332061601,10.288173904465022,-0.006819147515573221
2016-03-22,29047,28950,29337,28893,32240,0.38,10.27667048672357,10.286830661458497,0.0037941546619677524
2016-03-23,28568,29000,29000,28510,33730,-1.65,10.260042489274284,10.283881845245988,-0.01662799744928556
2016-03-24,28560,28503,28626,28450,7430,-0.03,10.25976241645352,10.280286958849127,-0.00028007282076281115
2016-03-28,28400,28452,28487,28250,16660,-0.56,10.254144424149297,10.276846637209534,-0.005617992304223662
2016-03-29,28616,28388,28666,28281,26080,0.76,10.261721280938854,10.27311092928544,0.007576856789556885
2016-03-30,28301,28627,28692,28226,20040,-1.1,10.250652418696085,10.269641870313754,-0.011068862242769484
2016-03-31,28441,28290,28539,28290,14340,0.49,10.25558704504304,10.267435710302676,0.004934626346955184
2016-04-01,28056,28410,28530,27955,5970,-1.35,10.241957791820013,10.264534379431005,-0.013629253223026438
2016-04-04,28086,28096,28187,28032,660,0.11,10.243026510528125,10.2619519144114,0.00106871870811176
2016-04-05,28562,28224,28699,28190,260,1.69,10.259832442012879,10.259664093106537,0.016805931484753955
2016-04-06,28571,28700,28749,28510,17370,0.03,10.26014749636236,10.258035094505303,0.0003150543494800928
2016-04-07,28972,28639,29030,28618,27690,1.4,10.274085125315217,10.258135827276437,0.013937628952858105
2016-04-08,29047,29000,29074,28765,22560,0.26,10.27667048672357,10.258135827276437,0.0025853614083519716
2016-04-11,29254,29099,29315,29063,21300,0.71,10.283771595447034,10.260113252790832,0.007101108723464478
2016-04-12,29250,29190,29395,29152,21900,-0.01,10.283634852660002,10.262102622474707,-0.000136742787031352
2016-04-13,29128,29212,29212,28980,18810,-0.42,10.27945518985527,10.264211852950204,-0.004179662804732587
2016-04-14,28731,29020,29050,28705,13420,-1.36,10.265731958189729,10.264546076054444,-0.01372323166554068
2016-04-15,28918,28799,28950,28772,8790,0.65,10.272219517588072,10.266343334295444,0.006487559398342668
2016-04-18,28935,28950,29128,28901,18450,0.06,10.272807214007939,10.26777834837585,0.0005876964198670009
2016-04-19,29255,29050,29299,29050,13290,1.11,10.283805778222337,10.271265680576045,0.010998564214398598
2016-04-20,29249,29289,29345,29101,19010,-0.02,10.28360066404139,10.274646860035483,-0.0002051141809467083
2016-04-21,29287,29216,29670,29140,27660,0.13,10.284899010540572,10.276735740746124,0.0012983464991815907
2016-04-22,28941,29321,29343,28914,19320,-1.18,10.273014553838664,10.277807995535815,-0.011884456701908519
2016-04-25,29183,29050,29200,28983,14640,0.84,10.28134162693611,10.278412704004223,0.008327073097445847
2016-04-26,29158,29151,29199,28981,15140,-0.09,10.280484596664767,10.278730546499323,-0.0008570302713426514
2016-04-27,29319,29200,29355,29200,15580,0.55,10.285991049006945,10.278915500962649,0.005506452342178392
2016-04-28,29627,29268,29650,29200,16430,1.05,10.29644138670722,10.27998271213325,0.01045033770027537
2016-04-29,30138,29651,30192,29651,18880,1.72,10.3135421129781,10.282823289060154,0.017100726270879107
2016-05-02,30213,30177,30342,30120,2920,0.25,10.316027574316255,10.287014590404032,0.0024854613381553037
2016-05-03,30154,30175,30337,30050,630,-0.2,10.314072863338863,10.290502369216597,-0.0019547109773920823
2016-05-04,29934,30145,30200,29920,170,-0.73,10.306750237089092,10.29333095447336,-0.007322626249770536
2016-05-05,29868,29912,30135,29832,110,-0.22,10.304542952155593,10.29505905230113,-0.0022072849334993094
2016-05-06,30366,29950,30400,29950,33820,1.67,10.321078840442134,10.29818223366786,0.016535888286540512
2016-05-09,29805,30312,30312,29750,29600,-1.85,10.302431443654028,10.299643269760649,-0.018647396788106008
2016-05-10,29785,29851,29862,29622,19510,-0.07,10.301760190062788,10.302038739445992,-0.000671253591239207
2016-05-11,29933,29825,30072,29825,23180,0.5,10.306716829702717,10.304153339676542,0.0049566396399285395
2016-05-12,29904,29933,30085,29765,25800,-0.1,10.305747529695344,10.306258584095756,-0.0009693000073731639
2016-05-13,30023,29900,30058,29766,24070,0.4,10.309719033572193,10.308235916142861,0.003971503876849525
2016-05-16,29963,30075,30245,29915,23170,-0.2,10.307718566129479,10.309175681094716,-0.0020004674427145375
2016-05-17,30045,30040,30130,29860,24610,0.27,10.310451536768028,10.308918133077208,0.002732970638549048
2016-05-18,30049,30024,30078,29910,20740,0.01,10.310584661539417,10.308464557012472,0.00013312477138960332
2016-05-19,29800,29995,29995,29632,26130,-0.83,10.302263672493496,10.307480457775359,-0.008320989045921934
2016-05-20,29693,29730,29867,29661,20090,-0.36,10.298666606775793,10.306806821915918,-0.0035970657177024634
2016-05-23,29682,29694,29745,29576,15640,-0.04,10.298296080455764,10.306286249274265,-0.00037052632002954056
2016-05-24,29306,29580,29651,29283,22800,-1.27,10.28554755219797,10.303325308587251,-0.012748528257793268
2016-05-25,28945,29278,29278,28884,26950,-1.23,10.273152756513104,10.300885417992175,-0.012394795684866011
2016-05-26,28729,28996,29157,28705,26940,-0.75,10.265662344545426,10.29787726419906,-0.007490411967678412
2016-05-27,28590,28840,28840,28547,18290,-0.48,10.260812285316357,10.294051885500197,-0.004850059229069004
2016-05-30,28590,28430,28696,28400,12970,0.0,10.260812285316357,10.29030728180195,0.0
2016-05-31,28610,28596,28719,28541,10870,0.07,10.261511586044156,10.286289994507946,0.0006993007277991126
2016-06-01,28626,28531,28800,28500,2600,0.06,10.262070674744162,10.28248600355917,0.0005590887000064271
2016-06-02,28554,28616,28715,28530,350,-0.25,10.259552310349166,10.278244401357597,-0.0025183643949961976
2016-06-03,29216,28703,29410,28540,330,2.32,10.282471783394694,10.275901661512203,0.022919473045527994
2016-06-06,29329,29287,29376,29220,12970,0.39,10.286332066606759,10.274574027688308,0.0038602832120648856
2016-06-07,29239,29243,29325,29062,13480,-0.31,10.283258713552488,10.273290036586365,-0.003073353054270811
2016-06-08,29491,29275,29572,29275,15920,0.86,10.29184041103433,10.27275206413458,0.008581697481842454
2016-06-09,29757,29521,29777,29452,18020,0.9,10.300819677414104,10.274024741235925,0.00897926637977342
2016-06-10,29851,29760,29900,29624,15500,0.32,10.303973619097128,10.27659314645126,0.003153941683024186
2016-06-13,30181,29894,30220,29894,19270,1.11,10.31496786629908,10.280701939930731,0.010994247201951524
2016-06-14,30357,30141,30385,30042,19070,0.58,10.32078241239787,10.285699450520857,0.005814546098790174
2016-06-15,30262,30300,30339,30132,14900,-0.31,10.317648079011516,10.290435766662121,-0.003134333386354271
2016-06-16,30392,30302,30985,30237,34140,0.43,10.321934694867462,10.295471025730729,0.004286615855946252
2016-06-17,30373,30320,30415,30091,18370,-0.06,10.321309334853664,10.300407580739856,-0.00062536001379776
2016-06-20,30478,30262,30505,30132,21900,0.35,10.324760390849805,10.305841587448242,0.0034510559961411502
2016-06-21,30072,30357,30402,30026,20450,-1.33,10.311349785244014,10.308248087602353,-0.013410605605791659
2016-06-22,29898,30054,30054,29835,16550,-0.58,10.30554686750946,10.30984932101091,-0.005802917734554214
2016-06-23,29686,29879,29953,29641,22540,-0.71,10.29843083318471,10.311113664313597,-0.007116034324749165
2016-06-24,31131,29835,32357,29835,48210,4.87,10.345959386273389,10.315623578916851,0.04752855308867865
2016-06-27,31218,31192,31387,31135,19520,0.28,10.348750130518358,10.319617783342204,0.0027907442449688347
2016-06-28,30999,31016,31085,30859,14940,-0.7,10.341710224882465,10.322762500490983,-0.007039905635892296
2016-06-29,30986,31096,31146,30920,14490,-0.04,10.341290768556236,10.32495607567908,-0.00041945632622919504
2016-06-30,30851,30905,30949,30812,10660,-0.44,10.336924443719042,10.326301244955843,-0.004366324837194568
2016-07-01,31077,31096,31220,31010,4140,0.73,10.344223274726211,10.328515844598734,0.007298831007169326
2016-07-04,31396,31390,31484,31267,4730,1.03,10.354435775246705,10.331224267963671,0.010212500520493606
2016-07-05,30841,31306,31570,30500,640,-1.77,10.336600252573104,10.332498511106959,-0.017835522673600224
2016-07-06,32018,31948,32350,31948,12410,3.82,10.37405352363804,10.336606272172645,0.03745327106493512
2016-07-07,31817,32011,32090,31653,23880,-0.63,10.36775601712027,10.341306791495667,-0.006297506517769946
2016-07-08,31657,31832,31833,31284,25970,-0.5,10.362714572154392,10.346070766882743,-0.005041444965877773
2016-07-11,31524,31750,31888,31482,15150,-0.42,10.35850443947354,10.351076900740145,-0.004210132680851686
2016-07-12,31001,31561,31577,30951,22100,-1.66,10.34177474101152,10.350728180301656,-0.016729698462020437
2016-07-13,31225,31120,31260,31064,16800,0.72,10.348974334993779,10.350746864007942,0.0071995939822588895
2016-07-14,30895,31199,31199,30711,26760,-1.06,10.33834963749508,10.350466815058994,-0.010624697498698765
2016-07-15,30922,30822,31038,30782,24110,0.09,10.33922318366254,10.350294516317852,0.0008735461674600487
2016-07-18,30950,30850,31028,30810,17940,0.09,10.340128278112742,10.350561502517326,0.0009050944502018154
2016-07-19,31021,31000,31041,30871,13330,0.23,10.3424196734772,10.350411202413243,0.0022913953644589924
2016-07-20,30666,31045,31050,30631,19820,-1.14,10.330909827996335,10.348450706809045,-0.011509845480865977
2016-07-21,30940,30611,30970,30553,21330,0.89,10.339805124127057,10.348717779438541,0.008895296130722485
2016-07-22,30794,30939,30939,30730,14220,-0.47,10.335075144789863,10.345469581201193,-0.004729979337193768
2016-07-25,30814,30701,30849,30620,14750,0.06,10.33572441114172,10.34280028070298,0.0006492663518571362
2016-07-26,30822,30796,30880,30711,14210,0.03,10.335983999695323,10.340572732998059,0.0002595885536020859
2016-07-27,30878,30786,30930,30690,14320,0.18,10.337799235201873,10.338847299308753,0.0018152355065499393
2016-07-28,30795,30928,31180,30740,18990,-0.27,10.335107618121144,10.338291705734555,-0.0026916170807282924
2016-07-29,31099,30943,31139,30812,16740,0.99,10.344930943309528,10.337954756427534,0.009823325188383691
2016-08-01,31011,31000,31118,30950,5270,-0.28,10.342097259236594,10.338267058239326,-0.0028336840729341617
2016-08-02,31282,31000,31322,30993,1240,0.87,10.350798131234187,10.33923163720363,0.008700871997593396
2016-08-03,31199,31302,31439,31158,350,-0.27,10.348141322001869,10.339899390861058,-0.00265680923231848
2016-08-04,31317,31105,31360,31072,60,0.38,10.351916360076409,10.340690781410991,0.003775038074540049
2016-08-05,30779,31310,31380,30738,430,-1.72,10.334587918236123,10.340997288930973,-0.017328441840286146
2016-08-08,30998,31031,31031,30863,11130,0.71,10.341677965256997,10.341153359025135,0.007090047020874124
2016-08-09,31133,30942,31165,30891,12600,0.44,10.346023628853391,10.342065732697096,0.0043456635963945445
2016-08-10,31219,31180,31385,31120,14450,0.28,10.348782162806907,10.343153878669195,0.002758533953516107
2016-08-11,31171,31160,31316,31082,14960,-0.15,10.347243454377015,10.344092166559337,-0.0015387084298925657
2016-08-12,31080,31100,31400,30990,19750,-0.29,10.344319804481584,10.344635547332645,-0.0029236498954308132
2016-08-16,31349,31120,31440,31120,16050,0.87,10.352937647625682,10.346121383124691,0.008617843144097748
2016-08-17,31314,31265,31349,31185,10410,-0.11,10.351820560871468,10.34669551792152,-0.0011170867542134033
2016-08-18,31411,31400,31447,31302,9810,0.31,10.354913429020494,10.347763532070177,0.0030928681490252075
2016-08-19,31365,31341,31466,31252,16520,-0.15,10.353447900530844,10.347984346178231,-0.00146552848964987
2016-08-22,31395,31310,31428,31191,12100,0.1,10.35440392354821,10.348506229640426,0.0009560230173661921
2016-08-23,31373,31372,31414,31285,10230,-0.07,10.353702929382365,10.348655110415924,-0.0007009941658449037
2016-08-24,31049,31319,31364,31000,13550,-1.03,10.343321880723835,10.349382940623233,-0.01038104865853029
2016-08-25,30945,31042,31062,30884,9050,-0.33,10.339966714173462,10.349240336366272,-0.0033551665503726014
2016-08-26,31023,30967,31335,30941,17460,0.25,10.342484143853085,10.348945379282911,0.0025174296796226514
2016-08-29,31077,31000,31115,30876,9590,0.17,10.344223274726211,10.348565471942855,0.0017391308731262711
2016-08-30,30840,31069,31069,30820,7240,-0.76,10.336567827677266,10.347675836384541,-0.007655447048945163
2016-08-31,30746,30891,30906,30711,6820,-0.3,10.333515183472544,10.346775451300454,-0.003052644204721844
2016-09-01,30710,30757,30822,30611,1250,-0.12,10.332343613434867,10.345059281784554,-0.0011715700376768723
2016-09-02,30900,30800,30971,30610,280,0.62,10.338511462885837,10.343950190285751,0.006167849450969598
2016-09-05,31025,31000,31060,30960,2480,0.4,10.342548610072807,10.342919788706778,0.004037147186970458
2016-09-06,31401,31055,31431,30968,14610,1.21,10.354595018522993,10.34301538187279,0.012046408450185453
2016-09-07,31336,31444,31482,31280,12680,-0.21,10.352522875345667,10.342858627855911,-0.002072143177326069
2016-09-08,31239,31313,31410,31188,12940,-0.31,10.349422593198005,10.342501933173882,-0.0031002821476615594
2016-09-09,31261,31256,31335,31166,11470,0.07,10.350126593227081,10.343068992549151,0.0007040000290761128
2016-09-12,31087,31332,31332,31041,14030,-0.56,10.344545004347415,10.343450516730314,-0.005581588879666199
2016-09-13,31141,31130,31218,31087,7060,0.17,10.346280557910271,10.343766884568414,0.0017355535628560403
2016-09-14,31100,31100,31159,31066,8480,-0.13,10.344963098167325,10.343828536521839,-0.0013174597429461699
2016-09-15,30950,31149,31249,30850,17170,-0.48,10.340128278112742,10.344125240724797,-0.004834820054583133
2016-09-16,30851,30930,30961,30831,8840,-0.32,10.336924443719042,10.344409345745339,-0.003203834393699978
2016-09-19,30936,30941,31010,30915,8320,0.28,10.339675833287133,10.34502036406636,0.0027513895680915113
2016-09-20,30892,30989,31027,30847,10830,-0.14,10.338252529689154,10.34499878629997,-0.0014233035979795972
2016-09-21,31207,30948,31235,30800,18510,1.02,10.348397707607221,10.345486211094505,0.01014517791806746
2016-09-22,31335,31284,31373,31181,13720,0.41,10.352490962658775,10.345310873105818,0.004093255051554223
2016-09-23,31288,31271,31334,31220,9700,-0.15,10.350989916435351,10.34518312652996,-0.001501046223424396
